127.0.0.1 - - [18/Jun/2021:10:23:48 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:32 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:32 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:32 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "POST /trustworthy_evote/eclogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 8164
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:55 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:59 +0530] "GET /trustworthy_evote/chart.jsp HTTP/1.1" 200 5611
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:59 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:59 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:59 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:59 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:59 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:35:59 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:03 +0530] "GET /trustworthy_evote/chart.jsp?type=bar HTTP/1.1" 200 5610
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:03 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:03 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:03 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:04 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:04 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:04 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:10 +0530] "GET /trustworthy_evote/chart.jsp?type=area HTTP/1.1" 200 5611
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:10 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:10 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:10 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:10 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:11 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:11 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:17 +0530] "GET /trustworthy_evote/chart.jsp?type=line HTTP/1.1" 200 5611
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:17 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:17 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:17 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:17 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:17 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:17 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:23 +0530] "GET /trustworthy_evote/chart.jsp?type=bar HTTP/1.1" 200 5610
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:23 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:23 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:23 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:23 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:23 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:23 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:33 +0530] "GET /trustworthy_evote/chart.jsp?type=pie HTTP/1.1" 200 5610
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:33 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:33 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:33 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:33 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:33 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:33 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:42 +0530] "GET /trustworthy_evote/chart.jsp?type=bar HTTP/1.1" 200 5610
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:42 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:42 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:42 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:42 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:42 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:42 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:48 +0530] "GET /trustworthy_evote/chart.jsp?type=pie HTTP/1.1" 200 5610
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:48 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:48 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:48 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:48 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:48 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:48 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:54 +0530] "GET /trustworthy_evote/eclogin.jsp HTTP/1.1" 200 4915
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:54 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:54 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:36:54 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:19 +0530] "POST /trustworthy_evote/eclogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "POST /trustworthy_evote/eclogindb.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:20 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:42 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 5765
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:42 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:42 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:42 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:42 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:42 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:46:42 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:20 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:20 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:20 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:20 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:20 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:20 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:20 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:55 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 5765
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:55 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:55 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:55 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:55 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:55 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:47:55 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:11:49:13 +0530] "GET /trustworthy_evote/assets/img/elogo.png HTTP/1.1" 200 18017
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:34 +0530] "POST /trustworthy_evote/candb.jsp HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:36 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:36 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:36 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:36 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:36 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:36 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:04:36 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:08 +0530] "POST /trustworthy_evote/candb.jsp HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:10 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:10 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:10 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:10 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:10 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:10 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:10 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:46 +0530] "POST /trustworthy_evote/candb.jsp HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:49 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:49 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:49 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:49 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:49 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:49 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:05:49 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:08:59 +0530] "POST /trustworthy_evote/candb.jsp HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:01 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:01 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:01 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:01 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:01 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:01 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:01 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:02 +0530] "GET /trustworthy_evote/viewcan.jsp HTTP/1.1" 200 6559
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:02 +0530] "GET /trustworthy_evote/Document/police-badge-8-567360.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:02 +0530] "GET /trustworthy_evote/Document/2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/Document/6.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/Document/book.png HTTP/1.1" 200 235648
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/Document/key.png HTTP/1.1" 200 6884
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/Document/fish.png HTTP/1.1" 200 8002
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/Document/3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:03 +0530] "GET /trustworthy_evote/Document/4.jpg HTTP/1.1" 200 6650
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:13 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:13 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:13 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:09:13 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:38 +0530] "POST /trustworthy_evote/candb.jsp HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:39 +0530] "GET /trustworthy_evote/candidate.jsp HTTP/1.1" 200 7344
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:39 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:39 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:39 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:41 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:41 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:41 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:10:41 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:07 +0530] "GET /trustworthy_evote/ec.jsp HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:07 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:07 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:07 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:08 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:08 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:08 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/viewcan.jsp HTTP/1.1" 200 6796
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/assets/js/jquery.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/assets/js/skel.min.js HTTP/1.1" 404 1072
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/assets/js/util.js HTTP/1.1" 404 1064
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/Document/torch.png HTTP/1.1" 200 7693
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/Document/book.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/Document/fish.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/Document/key.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:10 +0530] "GET /trustworthy_evote/Document/4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jun/2021:12:11:52 +0530] "POST /trustworthy_evote/ecdb.jsp HTTP/1.1" 200 383
